Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.22265E-2,35.090885328,0.321477091,0.009575923,0.402646503,0
1.2885E-2,35.702845678,0.333025864,0.009575923,0.404536862,0
1.30815E-2,35.885439479,0.336395966,0.009575923,0.40831758,0
1.33956E-2,36.177263714,0.341711971,0.009575923,0.412098299,0
1.35292E-2,36.255174134,0.343948171,0.008891929,0.413988658,0
1.41316E-2,36.606428451,0.353844138,0.008891929,0.417769376,0
1.47523E-2,36.968355892,0.363733291,0.008891929,0.425330813,0
1.49136E-2,37.062403286,0.36625365,0.008891929,0.427221172,0
1.5676E-2,37.506909678,0.377900657,0.008891929,0.429111531,0
1.61686E-2,37.794120339,0.385201187,0.008891929,0.434782609,0
1.63311E-2,38.156158284,0.38757316,0.008207934,0.434782609,0
1.63943E-2,38.296813621,0.388489765,0.008207934,0.436672968,0
1.6716E-2,39.013158304,0.393115705,0.008207934,0.438563327,0
1.69287E-2,39.48699379,0.396137326,0.008207934,0.442344045,0
1.70713E-2,40.330934197,0.398145005,0.00752394,0.442344045,0
1.72196E-2,41.208953802,0.400219635,0.00752394,0.444234405,0
1.72794E-2,42.936894928,0.401052255,0.006839945,0.444234405,0
1.84606E-2,44.219365644,0.417034878,0.006155951,0.444234405,0
1.90324E-2,44.840135128,0.42446868,0.006155951,0.446124764,0
1.97762E-2,45.833113478,0.433860141,0.005471956,0.446124764,0
2.0123E-2,46.296130764,0.438135311,0.005471956,0.448015123,0
2.05735E-2,46.897483414,0.443592322,0.005471956,0.449905482,0
2.10341E-2,47.21363666,0.449063906,0.004787962,0.449905482,0
2.10996E-2,47.258609111,0.449833502,0.004787962,0.451795841,0
2.18513E-2,47.774561551,0.458511394,0.004787962,0.4536862,0
2.24397E-2,48.178376041,0.465114573,0.004787962,0.45557656,0
2.29438E-2,48.524411177,0.47064614,0.004787962,0.457466919,0
2.35594E-2,48.946935464,0.477247223,0.004787962,0.459357278,0
2.3668E-2,49.021464522,0.478394545,0.004787962,0.461247637,0
2.40821E-2,49.305689994,0.482724151,0.004787962,0.463137996,0
2.47337E-2,49.534857942,0.489394153,0.004103967,0.468809074,0
2.57464E-2,49.89094902,0.499423699,0.004103967,0.472589792,0
2.75826E-2,50.536680009,0.516640646,0.004103967,0.47637051,0
2.97048E-2,51.282974267,0.535119935,0.004103967,0.47826087,0
3.13344E-2,51.856019482,0.54837767,0.004103967,0.482041588,0
3.23345E-2,52.207704772,0.556146109,0.004103967,0.483931947,0
3.34365E-2,52.595241398,0.564402724,0.004103967,0.485822306,0
3.37607E-2,52.756839329,0.566773296,0.003419973,0.489603025,0
3.76325E-2,55.80625987,0.593214501,0.003419973,0.491493384,0
3.85456E-2,56.525397405,0.598986414,0.003419973,0.495274102,0
4.0563E-2,58.999336076,0.611176023,0.002735978,0.495274102,0
4.06568E-2,59.114384353,0.611724883,0.002735978,0.497164461,0
4.19679E-2,60.722191407,0.61923623,0.002735978,0.49905482,0
4.34231E-2,60.981909592,0.62723951,0.002051984,0.49905482,0
5.7407E-2,63.477834088,0.689881933,0.002051984,0.50094518,0
5.8767E-2,63.720578717,0.694868978,0.002051984,0.502835539,0
6.07165E-2,64.068540295,0.701744199,0.002051984,0.504725898,0
6.34949E-2,64.56444475,0.711023797,0.002051984,0.506616257,0
6.49633E-2,64.82653295,0.715698657,0.002051984,0.508506616,0
6.86708E-2,65.488263427,0.726855287,0.002051984,0.510396975,0
6.87917E-2,65.509848874,0.727204485,0.002051984,0.512287335,0
7.10008E-2,65.904133049,0.733429477,0.002051984,0.52362949,0
7.33501E-2,66.323456567,0.739745444,0.002051984,0.527410208,0
7.60254E-2,66.800948069,0.746582679,0.002051984,0.533081285,0
7.73026E-2,67.028911357,0.749721773,0.002051984,0.534971645,0
8.1588E-2,67.793803119,0.759708908,0.002051984,0.536862004,0
8.70705E-2,68.772342487,0.771379971,0.002051984,0.538752363,0
9.53134E-2,70.243583612,0.786938992,0.002051984,0.540642722,0
9.54402E-2,70.266208057,0.787161739,0.002051984,0.542533081,0
9.71483E-2,71.883189796,0.79011861,0.001367989,0.542533081,0
1.00815E-1,75.354490403,0.796196889,0.001367989,0.54442344,0
1.06713E-1,80.937522048,0.80526723,0.001367989,0.5463138,0
1.10876E-1,81.883164333,0.811197833,0.000683995,0.548204159,0
1.34716E-1,87.298997145,0.839238053,0.000683995,0.550094518,0
1.44248E-1,89.46445934,0.84824941,0.000683995,0.551984877,0
1.47529E-1,90.209781719,0.851121723,0.000683995,0.553875236,0
1.56318E-1,92.206473461,0.858306578,0.000683995,0.555765595,0
1.61287E-1,93.335340368,0.862069951,0.000683995,0.557655955,0
1.68638E-1,95.005174196,0.867284072,0.000683995,0.559546314,0
1.70414E-1,95.408613681,0.868485235,0.000683995,0.561436673,0
1.82832E-1,98.229602542,0.876312798,0.000683995,0.563327032,0
1.88094E-1,99.425129067,0.879355897,0.000683995,0.565217391,0
1.90625E-1,100,0.880766487,0.000683995,0.56710775,0
1.90924E-1,100,0.880931041,0,0.56710775,0
1.94907E-1,100,0.883079914,0,0.56899811,0
1.99233E-1,100,0.885327178,0,0.570888469,0
2.02628E-1,100,0.887031921,0,0.572778828,0
2.05651E-1,100,0.888506913,0,0.574669187,0
2.06378E-1,100,0.888856099,0,0.576559546,0
2.10517E-1,100,0.890802692,0,0.578449905,0
2.25273E-1,100,0.897220497,0,0.580340265,0
3.1606E-1,100,0.924514813,0,0.582230624,0
3.25117E-1,100,0.926463109,0,0.584120983,0
3.28619E-1,100,0.927189612,0,0.586011342,0
3.34929E-1,100,0.928463322,0,0.587901701,0
3.4256E-1,100,0.929945189,0,0.58979206,0
3.45036E-1,100,0.930412964,0,0.59168242,0
4.14566E-1,100,0.941399986,0,0.593572779,0
4.14801E-1,100,0.941431328,0,0.595463138,0
4.15923E-1,100,0.94158001,0,0.597353497,0
4.19852E-1,100,0.942095085,0,0.599243856,0
4.23396E-1,100,0.942551892,0,0.601134216,0
4.52749E-1,100,0.946075564,0,0.603024575,0
4.55408E-1,100,0.946373573,0,0.604914934,0
4.83119E-1,100,0.949293544,0,0.606805293,0
4.88083E-1,100,0.94978335,0,0.608695652,0
4.8874E-1,100,0.949847502,0,0.610586011,0
4.92724E-1,100,0.950232765,0,0.612476371,0
5.20711E-1,100,0.952781396,0,0.61436673,0
5.24312E-1,100,0.953090426,0,0.616257089,0
5.29146E-1,100,0.953499065,0,0.618147448,0
5.29394E-1,100,0.953519809,0,0.620037807,0
5.31039E-1,100,0.953657125,0,0.621928166,0
5.65231E-1,100,0.956338142,0,0.623818526,0
7.77883E-1,100,0.967890823,0,0.625708885,0
7.99327E-1,100,0.968725292,0,0.627599244,0
8.17285E-1,100,0.969391464,0,0.629489603,0
8.53092E-1,100,0.970638493,0,0.631379962,0
8.73124E-1,100,0.971292773,0,0.633270321,0
8.78815E-1,100,0.971473369,0,0.635160681,0
9.42914E-1,100,0.973360963,0,0.63705104,0
9.58351E-1,100,0.973778808,0,0.638941399,0
9.88754E-1,100,0.974564554,0,0.640831758,0
1E0,100,0.97484341,0,0.642722117,0
