Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.3038E-2,34.751297221,0.263188432,0.006839945,0.466918715,0
1.34051E-2,35.901171858,0.268608695,0.006839945,0.468809074,0
1.35988E-2,36.276279507,0.271436126,0.006155951,0.468809074,0
1.41349E-2,37.314661304,0.279150278,0.006155951,0.470699433,0
1.4476E-2,38.730839583,0.283973227,0.005471956,0.470699433,0
1.44837E-2,38.76303263,0.284082114,0.005471956,0.472589792,0
1.60362E-2,39.391950435,0.305237196,0.004787962,0.47637051,0
1.64926E-2,39.576852828,0.311221036,0.004787962,0.480151229,0
1.92307E-2,40.686098793,0.34506098,0.004787962,0.483931947,0
1.9566E-2,42.642701934,0.348978587,0.004103967,0.483931947,0
2.26264E-2,43.474593638,0.38267526,0.003419973,0.485822306,0
2.42606E-2,43.918809018,0.399278459,0.003419973,0.487712665,0
2.63481E-2,44.486248934,0.419231425,0.003419973,0.489603025,0
2.68567E-2,44.624494466,0.423893383,0.003419973,0.491493384,0
2.91694E-2,45.25312912,0.444181667,0.003419973,0.495274102,0
3.09532E-2,45.73802326,0.458880547,0.003419973,0.497164461,0
3.2181E-2,46.226505126,0.468553518,0.002735978,0.497164461,0
3.70884E-2,48.179045747,0.503994433,0.002735978,0.49905482,0
3.83574E-2,48.683944382,0.512402782,0.002735978,0.50094518,0
4.12531E-2,49.836059993,0.530561885,0.002735978,0.502835539,0
4.26194E-2,50.187668005,0.538668138,0.002051984,0.504725898,0
4.60293E-2,51.030796036,0.557729028,0.002051984,0.506616257,0
5.40999E-2,53.026340168,0.597126326,0.002051984,0.508506616,0
5.62928E-2,53.56856403,0.606647215,0.002051984,0.512287335,0
5.8783E-2,54.184288422,0.61692732,0.002051984,0.514177694,0
5.98688E-2,54.452749584,0.621243215,0.002051984,0.516068053,0
6.16794E-2,54.900444906,0.628228227,0.002051984,0.517958412,0
6.34525E-2,55.338862352,0.634823232,0.002051984,0.519848771,0
6.47628E-2,55.662852002,0.639548526,0.002051984,0.52173913,0
6.63743E-2,56.061287405,0.645194551,0.002051984,0.52362949,0
6.93824E-2,56.805091308,0.655274761,0.002051984,0.525519849,0
7.37932E-2,57.545094163,0.669060596,0.001367989,0.527410208,0
7.59338E-2,57.902745125,0.675361379,0.001367989,0.533081285,0
8.50851E-2,59.431699075,0.699795577,0.001367989,0.534971645,0
8.74476E-2,59.826413714,0.705517554,0.001367989,0.536862004,0
8.89802E-2,60.082482233,0.70911442,0.001367989,0.540642722,0
9.75424E-2,61.513020292,0.727695175,0.001367989,0.542533081,0
1.01684E-1,62.204916209,0.735855803,0.001367989,0.54442344,0
1.0722E-1,63.129978425,0.746031818,0.001367989,0.5463138,0
1.1383E-1,64.234254501,0.757197778,0.001367989,0.548204159,0
1.22855E-1,65.742076759,0.770948406,0.001367989,0.550094518,0
1.28227E-1,66.639627867,0.778418273,0.001367989,0.551984877,0
1.29478E-1,66.848757137,0.780089293,0.001367989,0.553875236,0
1.43105E-1,69.125519011,0.796774393,0.001367989,0.555765595,0
1.65013E-1,72.785762162,0.818868152,0.001367989,0.557655955,0
1.6647E-1,73.029171884,0.820168278,0.001367989,0.559546314,0
1.72916E-1,74.106208253,0.825703953,0.001367989,0.561436673,0
2.13217E-1,86.237267537,0.853832621,0.000683995,0.563327032,0
2.13295E-1,86.260915662,0.853878591,0.000683995,0.565217391,0
2.34641E-1,92.686175354,0.865381843,0.000683995,0.56710775,0
2.44913E-1,95.778437974,0.870295965,0.000683995,0.56899811,0
2.58938E-1,100,0.876452996,0.000683995,0.570888469,0
2.59285E-1,100,0.876597992,0,0.570888469,0
2.61679E-1,100,0.877588682,0,0.572778828,0
2.91433E-1,100,0.888695274,0,0.574669187,0
2.97225E-1,100,0.890627131,0,0.576559546,0
2.98753E-1,100,0.891125671,0,0.578449905,0
2.99267E-1,100,0.891292101,0,0.580340265,0
3.04025E-1,100,0.892811234,0,0.582230624,0
3.10147E-1,100,0.894704053,0,0.584120983,0
3.13972E-1,100,0.895853329,0,0.586011342,0
3.20637E-1,100,0.897796953,0,0.587901701,0
3.33368E-1,100,0.901314772,0,0.58979206,0
3.69667E-1,100,0.91013433,0,0.59168242,0
3.75284E-1,100,0.9113601,0,0.593572779,0
3.89562E-1,100,0.914330635,0,0.595463138,0
3.90631E-1,100,0.914544921,0,0.597353497,0
4.01447E-1,100,0.916655506,0,0.599243856,0
4.09674E-1,100,0.918192312,0,0.601134216,0
4.11116E-1,100,0.918455806,0,0.603024575,0
4.13691E-1,100,0.918922298,0,0.604914934,0
4.20139E-1,100,0.920067152,0,0.606805293,0
4.34305E-1,100,0.92247213,0,0.608695652,0
4.5396E-1,100,0.925578994,0,0.610586011,0
4.74888E-1,100,0.928624591,0,0.612476371,0
4.91861E-1,100,0.930917546,0,0.61436673,0
5.05505E-1,100,0.932656514,0,0.616257089,0
5.55898E-1,100,0.938385145,0,0.618147448,0
6.1836E-1,100,0.944262108,0,0.620037807,0
6.26506E-1,100,0.944946968,0,0.621928166,0
6.83648E-1,100,0.949315278,0,0.623818526,0
6.84323E-1,100,0.94936271,0,0.625708885,0
7.04805E-1,100,0.95076179,0,0.627599244,0
7.28092E-1,100,0.952261476,0,0.629489603,0
7.30306E-1,100,0.95239927,0,0.631379962,0
7.52129E-1,100,0.953716496,0,0.633270321,0
7.58616E-1,100,0.95409408,0,0.635160681,0
8.16123E-1,100,0.957190303,0,0.63705104,0
8.27152E-1,100,0.957737029,0,0.638941399,0
8.62182E-1,100,0.959384384,0,0.640831758,0
8.8309E-1,100,0.960307842,0,0.642722117,0
8.88315E-1,100,0.9605321,0,0.644612476,0
1E0,100,0.964784837,0,0.646502836,0
